balanced_accuracy,sensitivity,specificity,precision,f1,global_error,true_positive,true_negative,false_positive,false_negative,roc_auc,average_precision,brier_score,q10_error,q10_count,q10_keyhole_count,q20_error,q20_count,q20_keyhole_count,q30_error,q30_count,q30_keyhole_count,benchmark_population,run_id,repeat,fold,method,formulation,budget,effective_warm_start,mean_predicted_uncertainty,uncertainty_band_fraction,fit_status,kernel,kernel_constant,kernel_length_scale,kernel_bound_hit,optimizer_warning_count,threshold,threshold_point_estimate_probability_caveat,mae,rmse,relative_mae,relative_rmse,r2
0.5333333333333333,0.06666666666666667,1.0,1.0,0.125,0.1728395061728395,1,66,0,14,0.9848484848484849,0.9018146124028477,0.10350648722224946,0.3333333333333333,9,4,0.4117647058823529,17,8,0.32,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,12,12,23.553689561197697,0.8395061728395061,optimized_primary,"1.03**2 * Matern(length_scale=1.19, nu=1.5)",1.062903151902334,1.1862208250102675,False,0,101.421515,True,44.416697984165005,86.22598420717941,0.44963419694886836,0.8728733319830048,0.050164390452491325
0.5333333333333333,0.06666666666666667,1.0,1.0,0.125,0.1728395061728395,1,66,0,14,0.9838383838383838,0.8974190080072433,0.10646110358867798,0.3333333333333333,9,4,0.4117647058823529,17,8,0.32,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,13,12,22.03257420754544,0.7160493827160493,optimized_primary,"1.03**2 * Matern(length_scale=1.17, nu=1.5)",1.055008616219597,1.1728519088945921,False,0,101.421515,True,43.945733332058445,86.46367437174885,0.4448665797519139,0.8752794907277842,0.04492054758993924
0.6,0.2,1.0,1.0,0.3333333333333333,0.14814814814814814,3,66,0,12,0.997979797979798,0.992156862745098,0.07381975295485009,0.2222222222222222,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,14,12,19.173881646697847,0.5679012345679012,optimized_primary,"1.14**2 * Matern(length_scale=1.67, nu=1.5)",1.2888280470033309,1.669478339261361,False,0,101.421515,True,40.51798702789976,82.09922782505839,0.4101671980607241,0.8310978089006694,0.1389065777092504
0.7333333333333334,0.4666666666666667,1.0,1.0,0.6363636363636364,0.09876543209876543,7,66,0,8,0.995959595959596,0.9859649122807017,0.0525902292923514,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,15,12,17.381743519681073,0.41975308641975306,optimized_primary,"1.26**2 * Matern(length_scale=2.11, nu=1.5)",1.5812311759024562,2.1098896750353564,False,0,101.421515,True,38.333989297802596,78.99046505195746,0.38805839416313404,0.7996275259569416,0.20288410682073532
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9515151515151515,0.7420604232368937,0.09228516849195938,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,16,12,43.51273027077649,0.9135802469135802,optimized_primary,"1.23**2 * Matern(length_scale=2.03, nu=1.5)",1.5206678017251802,2.0330698965914866,False,0,101.421515,True,38.64583233085949,72.3388898594167,0.39121520901219425,0.7322930367698048,0.3314778424147298
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9525252525252526,0.7440806252570958,0.08517556419130196,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,17,12,40.302299589832366,0.8765432098765432,optimized_primary,"1.3**2 * Matern(length_scale=2.21, nu=1.5)",1.68419416352546,2.211896037189352,False,0,101.421515,True,38.17941657905461,71.61193999014094,0.3864936407388873,0.7249340583781554,0.34484659120244954
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9525252525252526,0.7452466977466977,0.08691170422058661,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,18,12,38.83157363476057,0.8395061728395061,optimized_primary,"1.31**2 * Matern(length_scale=2.22, nu=1.5)",1.7130637872921013,2.215140848251877,False,0,101.421515,True,38.620812592904414,72.65828089436543,0.39096193197239015,0.7355262607155165,0.32556148534944485
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9505050505050505,0.7418637039289213,0.08487866014874457,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,19,12,36.756419485440844,0.8148148148148148,optimized_primary,"1.38**2 * Matern(length_scale=2.43, nu=1.5)",1.8987688273404548,2.42525274348017,False,0,101.421515,True,38.47515910864262,72.46996497090943,0.3894874687547011,0.7336199218191399,0.3290529778796287
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9505050505050505,0.7418637039289213,0.08344135077917651,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,20,12,34.9795265986782,0.7530864197530864,optimized_primary,"1.42**2 * Matern(length_scale=2.54, nu=1.5)",2.0165022708950926,2.538583330846216,False,0,101.421515,True,38.471954328914784,72.3845940612302,0.38945502648355707,0.7327557044829007,0.3306328218769633
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9494949494949494,0.7382854182854183,0.0818029271603562,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,21,12,32.93648029445078,0.7407407407407407,optimized_primary,"1.48**2 * Matern(length_scale=2.66, nu=1.5)",2.1892153371900522,2.6628028650334965,False,0,103.427865,True,37.313623891006415,71.81216004532713,0.37772914410400604,0.7269609038622299,0.34117797873979394
0.8772727272727273,0.8,0.9545454545454546,0.8,0.8,0.07407407407407407,12,63,3,3,0.9494949494949494,0.7382854182854183,0.08134517663917375,0.2222222222222222,9,4,0.17647058823529413,17,8,0.16,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,22,12,31.860545126970514,0.7160493827160493,optimized_primary,"1.53**2 * Matern(length_scale=2.82, nu=1.5)",2.3427421364751138,2.8169559687449666,False,0,103.427865,True,37.15962732253952,71.64102193292901,0.3761702231004641,0.7252284574799501,0.3443143614447317
0.8287878787878787,0.7333333333333333,0.9242424242424242,0.6875,0.7096774193548387,0.1111111111111111,11,61,5,4,0.9383838383838383,0.7166110935847778,0.08927352181634488,0.4444444444444444,9,4,0.35294117647058826,17,8,0.28,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,23,12,31.665164947920886,0.7283950617283951,optimized_primary,"1.54**2 * Matern(length_scale=2.78, nu=1.5)",2.3592052230755596,2.775536033472063,False,0,103.427865,True,37.78301356319537,69.93472889863894,0.3824808176387207,0.707955500843102,0.3751756900079437
0.7954545454545454,0.6666666666666666,0.9242424242424242,0.6666666666666666,0.6666666666666666,0.12345679012345678,10,61,5,5,0.9373737373737374,0.7110555380292223,0.08673456219536628,0.4444444444444444,9,4,0.4117647058823529,17,8,0.32,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,24,12,30.486656754811634,0.6419753086419753,optimized_primary,"1.6**2 * Matern(length_scale=2.91, nu=1.5)",2.5549477379534857,2.913953981022733,False,0,104.965995,True,37.70384821933696,69.65013646783918,0.3816794197990019,0.7050745462722332,0.38025066380248396
0.803030303030303,0.6666666666666666,0.9393939393939394,0.7142857142857143,0.6896551724137931,0.1111111111111111,10,62,4,5,0.9424242424242424,0.728371870195152,0.08364988883459279,0.3333333333333333,9,4,0.35294117647058826,17,8,0.28,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,25,12,29.927417861596048,0.6296296296296297,optimized_primary,"1.62**2 * Matern(length_scale=2.94, nu=1.5)",2.629705505935099,2.9398957748916956,False,0,104.965995,True,37.254997982017905,69.21630686778032,0.37713566879618726,0.7006828505206792,0.38794708132713773
0.8363636363636364,0.7333333333333333,0.9393939393939394,0.7333333333333333,0.7333333333333333,0.09876543209876543,11,62,4,4,0.9434343434343434,0.7363083781316601,0.08178365691116561,0.3333333333333333,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,26,12,28.679282522182696,0.5925925925925926,optimized_primary,"1.64**2 * Matern(length_scale=3.01, nu=1.5)",2.673452483853977,3.01003751976909,False,0,104.965995,True,36.89081917711621,68.98444928428587,0.37344905425887626,0.6983357355145571,0.39204066669212956
0.8363636363636364,0.7333333333333333,0.9393939393939394,0.7333333333333333,0.7333333333333333,0.09876543209876543,11,62,4,4,0.9555555555555556,0.7767725629490335,0.07291552871921483,0.3333333333333333,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,27,12,30.414956301548386,0.6296296296296297,optimized_primary,"1.46**2 * Matern(length_scale=2.49, nu=1.5)",2.136533525054775,2.49475201877922,False,0,104.965995,True,34.7035361927898,68.10337459215643,0.35130699343958377,0.6894165377887642,0.40747129948030947
0.8363636363636364,0.7333333333333333,0.9393939393939394,0.7333333333333333,0.7333333333333333,0.09876543209876543,11,62,4,4,0.9565656565656566,0.7787927649692356,0.07181221349333868,0.3333333333333333,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,28,12,29.36484640102254,0.5925925925925926,optimized_primary,"1.54**2 * Matern(length_scale=2.65, nu=1.5)",2.3656462119014128,2.652782981898867,False,0,104.965995,True,34.44227538693431,67.49804569882633,0.34866222698988225,0.6832887393887243,0.41795773206621634
0.8363636363636364,0.7333333333333333,0.9393939393939394,0.7333333333333333,0.7333333333333333,0.09876543209876543,11,62,4,4,0.9555555555555555,0.7967582417582417,0.07154721004717343,0.3333333333333333,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,29,12,28.475769375266125,0.5802469135802469,optimized_primary,"1.63**2 * Matern(length_scale=2.81, nu=1.5)",2.6425802814878323,2.814933553734047,False,0,104.965995,True,34.06433010161191,66.82728373961217,0.3448362531429039,0.6764985562242163,0.42946834541496626
0.8363636363636364,0.7333333333333333,0.9393939393939394,0.7333333333333333,0.7333333333333333,0.09876543209876543,11,62,4,4,0.9595959595959596,0.8048799348799349,0.06788918495672855,0.3333333333333333,9,4,0.29411764705882354,17,8,0.24,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_random,max_depth,30,12,27.886033527080443,0.5555555555555556,optimized_primary,"1.62**2 * Matern(length_scale=2.78, nu=1.5)",2.6094726924489677,2.780841513979441,False,0,104.965995,True,33.57405599251976,66.5610113234195,0.33987316458992184,0.6738030567958908,0.43400583903691126
0.5333333333333333,0.06666666666666667,1.0,1.0,0.125,0.1728395061728395,1,66,0,14,0.9848484848484849,0.9018146124028477,0.10350648722224946,0.3333333333333333,9,4,0.4117647058823529,17,8,0.32,25,9,primary_common,primary_common__r01_f01,1,1,max_depth_straddle,max_depth,12,12,23.553689561197697,0.8395061728395061,optimized_primary,"1.03**2 * Matern(length_scale=1.19, nu=1.5)",1.062903151902334,1.1862208250102675,False,0,101.421515,True,44.416697984165005,86.22598420717941,0.44963419694886836,0.8728733319830048,0.050164390452491325
