benchmark_population,run_id,method,formulation,metric,target,direction,queries_required,status,no_extrapolation
primary_common,primary_common__r02_f05,binary_random,binary,balanced_accuracy,0.9,at_least,70.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q20_error,0.3,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q20_error,0.25,at_most,28.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q20_error,0.2,at_most,70.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,binary_random,binary,q30_error,0.2,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,balanced_accuracy,0.8,at_least,12.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,balanced_accuracy,0.85,at_least,14.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,balanced_accuracy,0.9,at_least,26.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q20_error,0.3,at_most,13.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q20_error,0.25,at_most,14.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q20_error,0.2,at_most,26.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,q30_error,0.2,at_most,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.8,at_least,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.85,at_least,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.9,at_least,16.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q20_error,0.3,at_most,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q20_error,0.25,at_most,17.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q20_error,0.2,at_most,38.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q30_error,0.25,at_most,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,q30_error,0.2,at_most,13.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.8,at_least,17.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.85,at_least,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.9,at_least,25.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q20_error,0.3,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q20_error,0.25,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q20_error,0.2,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q30_error,0.25,at_most,17.0,reached,True
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,q30_error,0.2,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,balanced_accuracy,0.8,at_least,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,balanced_accuracy,0.85,at_least,20.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,balanced_accuracy,0.9,at_least,25.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q20_error,0.3,at_most,20.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q20_error,0.25,at_most,24.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q20_error,0.2,at_most,41.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q30_error,0.25,at_most,19.0,reached,True
primary_common,primary_common__r02_f05,max_depth_random,max_depth,q30_error,0.2,at_most,24.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.8,at_least,14.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.85,at_least,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.9,at_least,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q20_error,0.25,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q20_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q30_error,0.25,at_most,14.0,reached,True
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,q30_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,balanced_accuracy,0.8,at_least,14.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,balanced_accuracy,0.85,at_least,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,balanced_accuracy,0.9,at_least,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q20_error,0.25,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q20_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q30_error,0.25,at_most,14.0,reached,True
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,q30_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,balanced_accuracy,0.8,at_least,15.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,balanced_accuracy,0.85,at_least,17.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,balanced_accuracy,0.9,at_least,17.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q20_error,0.25,at_most,30.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q30_error,0.25,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_margin,binary,q30_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,balanced_accuracy,0.8,at_least,29.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,balanced_accuracy,0.85,at_least,29.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,balanced_accuracy,0.9,at_least,31.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q20_error,0.3,at_most,29.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q20_error,0.25,at_most,29.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q30_error,0.25,at_most,29.0,reached,True
primary_common,primary_common__r03_f01,binary_random,binary,q30_error,0.2,at_most,29.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,balanced_accuracy,0.8,at_least,15.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,balanced_accuracy,0.85,at_least,17.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,balanced_accuracy,0.9,at_least,17.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q20_error,0.25,at_most,30.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q30_error,0.25,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,q30_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.8,at_least,14.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.85,at_least,14.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.9,at_least,14.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q20_error,0.25,at_most,22.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q20_error,0.2,at_most,48.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q30_error,0.25,at_most,16.0,reached,True
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,q30_error,0.2,at_most,23.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.8,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.85,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.9,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q20_error,0.3,at_most,51.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q20_error,0.25,at_most,75.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q30_error,0.25,at_most,51.0,reached,True
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,q30_error,0.2,at_most,75.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,balanced_accuracy,0.8,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,balanced_accuracy,0.85,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,balanced_accuracy,0.9,at_least,31.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q20_error,0.3,at_most,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q20_error,0.25,at_most,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q30_error,0.25,at_most,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_random,max_depth,q30_error,0.2,at_most,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.8,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.85,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.9,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q20_error,0.3,at_most,20.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q20_error,0.25,at_most,21.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q20_error,0.2,at_most,21.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q30_error,0.25,at_most,19.0,reached,True
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,q30_error,0.2,at_most,20.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,balanced_accuracy,0.8,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,balanced_accuracy,0.85,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,balanced_accuracy,0.9,at_least,13.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q20_error,0.3,at_most,21.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q20_error,0.25,at_most,54.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q30_error,0.25,at_most,21.0,reached,True
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,q30_error,0.2,at_most,49.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,balanced_accuracy,0.8,at_least,15.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,balanced_accuracy,0.85,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,balanced_accuracy,0.9,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q20_error,0.25,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q20_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_margin,binary,q30_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,balanced_accuracy,0.8,at_least,25.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,balanced_accuracy,0.85,at_least,30.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,balanced_accuracy,0.9,at_least,39.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q20_error,0.3,at_most,25.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q20_error,0.25,at_most,25.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q20_error,0.2,at_most,30.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_random,binary,q30_error,0.2,at_most,25.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,balanced_accuracy,0.8,at_least,15.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,balanced_accuracy,0.85,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,balanced_accuracy,0.9,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q20_error,0.25,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q20_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,binary_uncertainty_repulsion,binary,q30_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.8,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.85,at_least,18.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.9,at_least,18.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q20_error,0.25,at_most,18.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q20_error,0.2,at_most,18.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,q30_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.8,at_least,15.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.85,at_least,15.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.9,at_least,21.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q20_error,0.25,at_most,15.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q20_error,0.2,at_most,21.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,q30_error,0.2,at_most,15.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,balanced_accuracy,0.8,at_least,23.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,balanced_accuracy,0.85,at_least,24.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,balanced_accuracy,0.9,at_least,25.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q20_error,0.3,at_most,23.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q20_error,0.25,at_most,25.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q20_error,0.2,at_most,25.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_random,max_depth,q30_error,0.2,at_most,23.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.8,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.85,at_least,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.9,at_least,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q20_error,0.25,at_most,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q20_error,0.2,at_most,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,q30_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,balanced_accuracy,0.8,at_least,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,balanced_accuracy,0.85,at_least,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,balanced_accuracy,0.9,at_least,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q20_error,0.25,at_most,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q20_error,0.2,at_most,17.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,q30_error,0.2,at_most,16.0,reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,balanced_accuracy,0.8,at_least,17.0,reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,balanced_accuracy,0.85,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,balanced_accuracy,0.9,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q20_error,0.3,at_most,17.0,reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q20_error,0.25,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_margin,binary,q30_error,0.2,at_most,17.0,reached,True
primary_common,primary_common__r03_f03,binary_random,binary,balanced_accuracy,0.8,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_random,binary,balanced_accuracy,0.85,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_random,binary,balanced_accuracy,0.9,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q20_error,0.25,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_random,binary,q30_error,0.2,at_most,26.0,reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,balanced_accuracy,0.8,at_least,17.0,reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,balanced_accuracy,0.85,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,balanced_accuracy,0.9,at_least,,not reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q20_error,0.3,at_most,17.0,reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q20_error,0.25,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q20_error,0.2,at_most,,not reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,binary,q30_error,0.2,at_most,17.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.8,at_least,19.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.85,at_least,19.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,balanced_accuracy,0.9,at_least,19.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q20_error,0.3,at_most,23.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q20_error,0.25,at_most,32.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q20_error,0.2,at_most,36.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,q30_error,0.2,at_most,23.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.8,at_least,16.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.85,at_least,16.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,balanced_accuracy,0.9,at_least,,not reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q20_error,0.3,at_most,16.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q20_error,0.25,at_most,26.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q20_error,0.2,at_most,26.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,q30_error,0.2,at_most,26.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,balanced_accuracy,0.8,at_least,30.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,balanced_accuracy,0.85,at_least,41.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,balanced_accuracy,0.9,at_least,41.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q20_error,0.3,at_most,15.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q20_error,0.25,at_most,30.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q20_error,0.2,at_most,41.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q30_error,0.3,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q30_error,0.25,at_most,12.0,reached,True
primary_common,primary_common__r03_f03,max_depth_random,max_depth,q30_error,0.2,at_most,30.0,reached,True
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,balanced_accuracy,0.8,at_least,14.0,reached,True
