benchmark,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps05,classifier_uncertainty_region_fraction_eps10,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps05,classifier_uncertainty_region_fraction_q10_eps10,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps05,classifier_uncertainty_region_fraction_q20_eps10,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps05,classifier_uncertainty_region_fraction_q30_eps10
ackley,classifier_margin,2,33,0.2727,0.6081,0.9249,0.468,1000,0.704,0.971,0.451,2000,0.702,0.972,0.4236666666666667,3000,0.6953333333333334,0.967
ackley,classifier_margin,2,34,0.2679,0.6047,0.9246,0.468,1000,0.701,0.969,0.449,2000,0.7005,0.972,0.4196666666666667,3000,0.6943333333333334,0.969
ackley,classifier_margin,2,35,0.2664,0.59,0.9044,0.466,1000,0.692,0.968,0.451,2000,0.6995,0.9715,0.4206666666666667,3000,0.692,0.968
ackley,classifier_margin,2,36,0.2578,0.5926,0.9092,0.464,1000,0.705,0.975,0.4455,2000,0.717,0.9755,0.41533333333333333,3000,0.7086666666666667,0.9723333333333334
ackley,classifier_margin,2,37,0.2612,0.5876,0.914,0.463,1000,0.708,0.975,0.4475,2000,0.7075,0.9755,0.419,3000,0.6986666666666667,0.9723333333333334
ackley,classifier_margin,2,38,0.2575,0.5814,0.9165,0.461,1000,0.69,0.974,0.4475,2000,0.687,0.976,0.41733333333333333,3000,0.6836666666666666,0.9733333333333334
ackley,classifier_margin,2,39,0.2359,0.5821,0.9136,0.458,1000,0.725,0.978,0.442,2000,0.7275,0.9785,0.407,3000,0.7166666666666667,0.9786666666666667
ackley,classifier_margin,2,40,0.2308,0.5788,0.915,0.463,1000,0.722,0.981,0.4445,2000,0.725,0.9825,0.4076666666666667,3000,0.717,0.9823333333333333
ackley,classifier_margin,2,41,0.2223,0.5758,0.9039,0.456,1000,0.74,0.983,0.4365,2000,0.7465,0.9845,0.39666666666666667,3000,0.739,0.9843333333333333
ackley,classifier_margin,2,42,0.2248,0.5607,0.9085,0.452,1000,0.704,0.983,0.433,2000,0.717,0.9845,0.39566666666666667,3000,0.7076666666666667,0.9843333333333333
ackley,classifier_margin,2,43,0.2363,0.5448,0.9107,0.451,1000,0.674,0.979,0.4395,2000,0.6875,0.982,0.407,3000,0.678,0.9813333333333333
ackley,classifier_margin,2,44,0.2359,0.5357,0.8972,0.453,1000,0.665,0.972,0.4415,2000,0.6815,0.9755,0.409,3000,0.6703333333333333,0.973
ackley,classifier_margin,2,45,0.2289,0.5358,0.9013,0.45,1000,0.67,0.974,0.4345,2000,0.686,0.978,0.402,3000,0.6763333333333333,0.975
ackley,classifier_margin,2,46,0.223,0.5242,0.8861,0.453,1000,0.675,0.973,0.4295,2000,0.696,0.976,0.39766666666666667,3000,0.6843333333333333,0.9726666666666667
ackley,classifier_margin,2,47,0.2248,0.5121,0.8867,0.448,1000,0.66,0.972,0.4295,2000,0.6755,0.976,0.39766666666666667,3000,0.6636666666666666,0.972
ackley,classifier_margin,2,48,0.2251,0.5078,0.8854,0.449,1000,0.65,0.973,0.434,2000,0.6665,0.976,0.40066666666666667,3000,0.655,0.973
ackley,classifier_margin,2,49,0.2124,0.5079,0.8723,0.448,1000,0.685,0.974,0.434,2000,0.7,0.9755,0.39566666666666667,3000,0.6863333333333334,0.9726666666666667
ackley,classifier_margin,2,50,0.2183,0.4994,0.8712,0.445,1000,0.665,0.973,0.4335,2000,0.677,0.9735,0.4,3000,0.6653333333333333,0.9696666666666667
ackley,classifier_margin,2,51,0.2209,0.4955,0.8633,0.443,1000,0.678,0.972,0.433,2000,0.688,0.973,0.39966666666666667,3000,0.6743333333333333,0.9693333333333334
ackley,classifier_margin,2,52,0.2093,0.4938,0.8647,0.442,1000,0.684,0.973,0.426,2000,0.6945,0.975,0.39,3000,0.6803333333333333,0.9706666666666667
ackley,classifier_margin,2,53,0.2104,0.4837,0.8612,0.439,1000,0.667,0.971,0.4205,2000,0.676,0.9735,0.3863333333333333,3000,0.6656666666666666,0.969
ackley,classifier_margin,2,54,0.2064,0.484,0.8592,0.445,1000,0.668,0.968,0.4195,2000,0.676,0.972,0.385,3000,0.6693333333333333,0.9693333333333334
ackley,classifier_margin,2,55,0.2071,0.4923,0.8509,0.44,1000,0.685,0.97,0.423,2000,0.6945,0.974,0.39166666666666666,3000,0.6796666666666666,0.9716666666666667
ackley,classifier_margin,2,56,0.2033,0.4932,0.8395,0.438,1000,0.685,0.975,0.419,2000,0.693,0.9775,0.387,3000,0.684,0.974
ackley,classifier_margin,2,57,0.1877,0.4988,0.8237,0.432,1000,0.721,0.975,0.4055,2000,0.724,0.979,0.372,3000,0.717,0.9753333333333334
ackley,classifier_margin,2,58,0.1898,0.4976,0.819,0.439,1000,0.712,0.967,0.408,2000,0.723,0.972,0.37466666666666665,3000,0.714,0.968
ackley,classifier_margin,2,59,0.1861,0.4894,0.8239,0.441,1000,0.717,0.967,0.412,2000,0.727,0.9725,0.37466666666666665,3000,0.7143333333333334,0.9686666666666667
ackley,classifier_margin,2,60,0.1899,0.4777,0.82,0.446,1000,0.701,0.965,0.413,2000,0.709,0.968,0.376,3000,0.6946666666666667,0.9636666666666667
ackley,classifier_margin,2,61,0.1881,0.4684,0.8208,0.439,1000,0.691,0.964,0.412,2000,0.6985,0.968,0.37533333333333335,3000,0.6826666666666666,0.9633333333333334
ackley,classifier_margin,2,62,0.1851,0.4668,0.8083,0.43,1000,0.689,0.964,0.4065,2000,0.7,0.968,0.37166666666666665,3000,0.6836666666666666,0.9636666666666667
ackley,classifier_margin,2,63,0.1813,0.4671,0.8048,0.436,1000,0.692,0.963,0.4065,2000,0.705,0.9705,0.369,3000,0.6883333333333334,0.9663333333333334
ackley,classifier_margin,2,64,0.1727,0.4662,0.7965,0.433,1000,0.717,0.967,0.3995,2000,0.7245,0.976,0.358,3000,0.7043333333333334,0.971
ackley,classifier_margin,2,65,0.1842,0.4605,0.7865,0.438,1000,0.69,0.967,0.411,2000,0.699,0.975,0.37466666666666665,3000,0.6806666666666666,0.9693333333333334
ackley,classifier_margin,2,66,0.1895,0.458,0.779,0.448,1000,0.676,0.969,0.415,2000,0.686,0.974,0.38133333333333336,3000,0.6666666666666666,0.9656666666666667
ackley,classifier_margin,2,67,0.1876,0.4468,0.7824,0.444,1000,0.684,0.969,0.4105,2000,0.6885,0.974,0.37733333333333335,3000,0.668,0.9663333333333334
ackley,classifier_margin,2,68,0.1877,0.4416,0.7829,0.446,1000,0.675,0.973,0.4145,2000,0.6805,0.976,0.37733333333333335,3000,0.6606666666666666,0.9666666666666667
ackley,classifier_margin,2,69,0.1883,0.4382,0.7798,0.444,1000,0.675,0.971,0.417,2000,0.6745,0.9735,0.379,3000,0.657,0.964
ackley,classifier_margin,2,70,0.1818,0.4348,0.7801,0.44,1000,0.683,0.971,0.4145,2000,0.6825,0.9735,0.374,3000,0.6646666666666666,0.964
ackley,classifier_margin,2,71,0.1819,0.4345,0.7789,0.437,1000,0.681,0.972,0.409,2000,0.684,0.975,0.37066666666666664,3000,0.6653333333333333,0.9656666666666667
ackley,classifier_margin,2,72,0.1869,0.4257,0.7676,0.441,1000,0.667,0.968,0.4115,2000,0.665,0.971,0.375,3000,0.6483333333333333,0.9603333333333334
ackley,classifier_margin,2,73,0.1818,0.424,0.7663,0.438,1000,0.675,0.969,0.407,2000,0.6735,0.9715,0.36866666666666664,3000,0.655,0.961
ackley,classifier_margin,2,74,0.18,0.4208,0.7582,0.448,1000,0.672,0.969,0.408,2000,0.67,0.9715,0.36766666666666664,3000,0.6503333333333333,0.9613333333333334
ackley,classifier_margin,2,75,0.1774,0.418,0.7517,0.453,1000,0.675,0.976,0.4105,2000,0.67,0.9765,0.37,3000,0.6506666666666666,0.9666666666666667
ackley,classifier_margin,2,76,0.1704,0.4118,0.7553,0.447,1000,0.69,0.977,0.4025,2000,0.686,0.979,0.35833333333333334,3000,0.6616666666666666,0.9706666666666667
ackley,classifier_margin,2,77,0.1692,0.4075,0.7555,0.45,1000,0.689,0.977,0.3995,2000,0.688,0.979,0.356,3000,0.666,0.9703333333333334
ackley,classifier_margin,2,78,0.1572,0.4101,0.76,0.44,1000,0.717,0.977,0.39,2000,0.712,0.98,0.344,3000,0.688,0.973
ackley,classifier_margin,2,79,0.1592,0.4044,0.7606,0.45,1000,0.709,0.976,0.396,2000,0.6975,0.979,0.3473333333333333,3000,0.6756666666666666,0.971
ackley,classifier_margin,2,80,0.155,0.4034,0.7625,0.444,1000,0.718,0.976,0.39,2000,0.7045,0.9785,0.3396666666666667,3000,0.6816666666666666,0.9703333333333334
ackley,classifier_margin,3,12,0.421,0.8666,0.9995,0.498,1000,0.844,0.999,0.486,2000,0.845,0.9995,0.483,3000,0.85,0.9996666666666667
ackley,classifier_margin,3,13,0.4119,0.8574,0.9995,0.493,1000,0.836,0.999,0.476,2000,0.84,0.9995,0.4703333333333333,3000,0.8426666666666667,0.9996666666666667
ackley,classifier_margin,3,14,0.4167,0.8506,0.9996,0.496,1000,0.821,0.999,0.48,2000,0.8265,0.9995,0.47933333333333333,3000,0.829,0.9996666666666667
ackley,classifier_margin,3,15,0.4335,0.8219,0.9996,0.495,1000,0.776,0.999,0.478,2000,0.7825,0.9995,0.478,3000,0.781,0.9996666666666667
ackley,classifier_margin,3,16,0.4298,0.7971,0.9996,0.5,1000,0.753,0.999,0.489,2000,0.758,0.9995,0.48533333333333334,3000,0.7596666666666667,0.9996666666666667
ackley,classifier_margin,3,17,0.4239,0.7506,0.998,0.505,1000,0.71,0.999,0.4895,2000,0.7115,0.999,0.487,3000,0.7166666666666667,0.9993333333333333
ackley,classifier_margin,3,18,0.4296,0.7531,0.9979,0.505,1000,0.703,0.997,0.4905,2000,0.709,0.9975,0.49266666666666664,3000,0.7136666666666667,0.998
ackley,classifier_margin,3,19,0.431,0.7562,0.9976,0.496,1000,0.699,0.997,0.488,2000,0.7015,0.9975,0.489,3000,0.707,0.998
ackley,classifier_margin,3,20,0.3791,0.7312,0.9895,0.489,1000,0.717,0.995,0.483,2000,0.7205,0.995,0.481,3000,0.727,0.9956666666666667
ackley,classifier_margin,3,21,0.3834,0.7204,0.9895,0.501,1000,0.726,0.996,0.496,2000,0.724,0.9955,0.49,3000,0.7286666666666667,0.996
ackley,classifier_margin,3,22,0.3535,0.695,0.9668,0.494,1000,0.736,0.993,0.4875,2000,0.734,0.9935,0.4746666666666667,3000,0.7383333333333333,0.994
ackley,classifier_margin,3,23,0.3613,0.6739,0.9558,0.499,1000,0.705,0.988,0.4905,2000,0.7055,0.985,0.48,3000,0.709,0.9866666666666667
ackley,classifier_margin,3,24,0.3684,0.6329,0.9462,0.499,1000,0.673,0.986,0.4895,2000,0.6725,0.9845,0.48133333333333334,3000,0.677,0.9853333333333333
ackley,classifier_margin,3,25,0.37,0.6191,0.946,0.5,1000,0.648,0.982,0.4915,2000,0.652,0.9815,0.48333333333333334,3000,0.6553333333333333,0.9833333333333333
ackley,classifier_margin,3,26,0.3657,0.641,0.9542,0.495,1000,0.667,0.986,0.489,2000,0.6765,0.987,0.47933333333333333,3000,0.6846666666666666,0.988
ackley,classifier_margin,3,27,0.3616,0.6568,0.9602,0.496,1000,0.686,0.986,0.4905,2000,0.6955,0.988,0.48133333333333334,3000,0.7036666666666667,0.99
ackley,classifier_margin,3,28,0.3601,0.6237,0.9499,0.496,1000,0.662,0.984,0.485,2000,0.667,0.9875,0.478,3000,0.678,0.9886666666666667
ackley,classifier_margin,3,29,0.3672,0.5997,0.9282,0.486,1000,0.647,0.98,0.48,2000,0.648,0.9815,0.472,3000,0.659,0.9816666666666667
ackley,classifier_margin,3,30,0.3578,0.5966,0.9295,0.493,1000,0.643,0.979,0.484,2000,0.6495,0.9815,0.4766666666666667,3000,0.6596666666666666,0.982
ackley,classifier_margin,3,31,0.3637,0.5639,0.9152,0.493,1000,0.618,0.98,0.4875,2000,0.615,0.982,0.47933333333333333,3000,0.623,0.982
ackley,classifier_margin,3,32,0.3683,0.5416,0.8959,0.497,1000,0.6,0.963,0.489,2000,0.597,0.9645,0.4826666666666667,3000,0.6006666666666667,0.9656666666666667
ackley,classifier_margin,3,33,0.3581,0.5407,0.8982,0.495,1000,0.609,0.965,0.4845,2000,0.6045,0.9675,0.4766666666666667,3000,0.607,0.9683333333333334
ackley,classifier_margin,3,34,0.3647,0.5252,0.8842,0.496,1000,0.583,0.957,0.4835,2000,0.582,0.96,0.479,3000,0.5836666666666667,0.96
ackley,classifier_margin,3,35,0.3614,0.5377,0.8932,0.497,1000,0.587,0.961,0.4845,2000,0.5915,0.962,0.478,3000,0.591,0.9623333333333334
ackley,classifier_margin,3,36,0.3602,0.5117,0.8726,0.497,1000,0.566,0.957,0.482,2000,0.5675,0.9555,0.4756666666666667,3000,0.5643333333333334,0.9556666666666667
ackley,classifier_margin,3,37,0.3551,0.4908,0.8483,0.503,1000,0.557,0.952,0.481,2000,0.5455,0.9485,0.473,3000,0.545,0.948
ackley,classifier_margin,3,38,0.3446,0.4943,0.8521,0.498,1000,0.577,0.953,0.476,2000,0.565,0.951,0.4693333333333333,3000,0.5616666666666666,0.9496666666666667
ackley,classifier_margin,3,39,0.3377,0.4951,0.8559,0.503,1000,0.595,0.952,0.4785,2000,0.5775,0.9505,0.4683333333333333,3000,0.576,0.9493333333333334
ackley,classifier_margin,3,40,0.3451,0.4778,0.8382,0.504,1000,0.556,0.946,0.479,2000,0.545,0.945,0.4723333333333333,3000,0.542,0.9423333333333334
ackley,classifier_margin,3,41,0.3415,0.472,0.8372,0.505,1000,0.555,0.946,0.481,2000,0.5425,0.945,0.4723333333333333,3000,0.5403333333333333,0.943
ackley,classifier_margin,3,42,0.3376,0.4816,0.8445,0.501,1000,0.556,0.951,0.479,2000,0.547,0.948,0.4693333333333333,3000,0.548,0.947
ackley,classifier_margin,3,43,0.3374,0.4853,0.8567,0.501,1000,0.557,0.961,0.479,2000,0.5455,0.9555,0.4676666666666667,3000,0.5466666666666666,0.9546666666666667
ackley,classifier_margin,3,44,0.3332,0.4789,0.8313,0.503,1000,0.553,0.958,0.4795,2000,0.541,0.954,0.46366666666666667,3000,0.5436666666666666,0.9516666666666667
ackley,classifier_margin,3,45,0.3267,0.4838,0.8404,0.501,1000,0.57,0.958,0.481,2000,0.5565,0.955,0.4613333333333333,3000,0.5546666666666666,0.9533333333333334
ackley,classifier_margin,3,46,0.3198,0.4879,0.8475,0.498,1000,0.582,0.966,0.4765,2000,0.569,0.9615,0.4553333333333333,3000,0.5683333333333334,0.959
ackley,classifier_margin,3,47,0.3133,0.4909,0.849,0.495,1000,0.595,0.964,0.473,2000,0.5825,0.963,0.4523333333333333,3000,0.5783333333333334,0.961
ackley,classifier_margin,3,48,0.3122,0.4854,0.8469,0.495,1000,0.592,0.964,0.4715,2000,0.579,0.9605,0.45166666666666666,3000,0.5753333333333334,0.957
ackley,classifier_margin,3,49,0.3106,0.4825,0.8384,0.491,1000,0.587,0.959,0.4615,2000,0.575,0.9575,0.44466666666666665,3000,0.5683333333333334,0.9546666666666667
ackley,classifier_margin,3,50,0.3053,0.4801,0.8402,0.494,1000,0.591,0.961,0.4605,2000,0.582,0.9575,0.44133333333333336,3000,0.5753333333333334,0.9563333333333334
ackley,classifier_margin,3,51,0.2989,0.4935,0.8495,0.492,1000,0.61,0.962,0.4605,2000,0.6,0.959,0.44233333333333336,3000,0.593,0.9576666666666667
ackley,classifier_margin,3,52,0.3025,0.4828,0.8336,0.493,1000,0.588,0.955,0.4625,2000,0.579,0.9495,0.44733333333333336,3000,0.5723333333333334,0.9476666666666667
ackley,classifier_margin,3,53,0.2988,0.4842,0.8375,0.499,1000,0.598,0.954,0.4615,2000,0.587,0.948,0.44666666666666666,3000,0.58,0.9466666666666667
ackley,classifier_margin,3,54,0.2954,0.4828,0.8279,0.493,1000,0.607,0.954,0.4565,2000,0.59,0.9505,0.43966666666666665,3000,0.5816666666666667,0.9503333333333334
ackley,classifier_margin,3,55,0.2869,0.4886,0.8313,0.492,1000,0.622,0.957,0.455,2000,0.6,0.9535,0.43566666666666665,3000,0.592,0.952
ackley,classifier_margin,3,56,0.2866,0.4878,0.8388,0.483,1000,0.615,0.964,0.4565,2000,0.597,0.9585,0.438,3000,0.592,0.9556666666666667
ackley,classifier_margin,3,57,0.2918,0.4705,0.8485,0.484,1000,0.594,0.969,0.4625,2000,0.5675,0.965,0.44533333333333336,3000,0.567,0.9616666666666667
ackley,classifier_margin,3,58,0.2865,0.4773,0.849,0.488,1000,0.614,0.97,0.464,2000,0.585,0.9635,0.446,3000,0.5836666666666667,0.9596666666666667
ackley,classifier_margin,3,59,0.2987,0.4556,0.8313,0.492,1000,0.558,0.964,0.4665,2000,0.5375,0.9535,0.449,3000,0.5383333333333333,0.9486666666666667
ackley,classifier_margin,3,60,0.2875,0.4649,0.8347,0.489,1000,0.581,0.965,0.4655,2000,0.5595,0.957,0.44533333333333336,3000,0.5603333333333333,0.9516666666666667
ackley,classifier_margin,3,61,0.2782,0.4645,0.82,0.482,1000,0.599,0.964,0.457,2000,0.5835,0.9565,0.43533333333333335,3000,0.5793333333333334,0.9513333333333334
ackley,classifier_margin,3,62,0.2763,0.4638,0.8241,0.496,1000,0.611,0.963,0.4635,2000,0.59,0.956,0.442,3000,0.5856666666666667,0.951
ackley,classifier_margin,3,63,0.2795,0.4532,0.8073,0.495,1000,0.595,0.962,0.465,2000,0.579,0.9555,0.444,3000,0.5766666666666667,0.947
ackley,classifier_margin,3,64,0.2754,0.4611,0.81,0.496,1000,0.61,0.961,0.4625,2000,0.595,0.9515,0.44,3000,0.5946666666666667,0.944
ackley,classifier_margin,3,65,0.2766,0.4682,0.8115,0.49,1000,0.611,0.954,0.4645,2000,0.5935,0.9445,0.44333333333333336,3000,0.5933333333333334,0.939
ackley,classifier_margin,3,66,0.2729,0.462,0.8035,0.482,1000,0.604,0.957,0.4555,2000,0.589,0.9465,0.43566666666666665,3000,0.5906666666666667,0.9403333333333334
ackley,classifier_margin,3,67,0.269,0.4674,0.8075,0.48,1000,0.629,0.958,0.4555,2000,0.6095,0.9475,0.43433333333333335,3000,0.607,0.942
ackley,classifier_margin,3,68,0.2668,0.4677,0.8159,0.483,1000,0.629,0.96,0.4585,2000,0.6065,0.948,0.43633333333333335,3000,0.6063333333333333,0.9433333333333334
ackley,classifier_margin,3,69,0.2756,0.4569,0.8015,0.487,1000,0.585,0.96,0.459,2000,0.5765,0.9495,0.43833333333333335,3000,0.5783333333333334,0.9443333333333334
ackley,classifier_margin,3,70,0.2711,0.464,0.8017,0.486,1000,0.597,0.96,0.46,2000,0.588,0.9485,0.43533333333333335,3000,0.5863333333333334,0.943
ackley,classifier_margin,3,71,0.2646,0.4665,0.8001,0.492,1000,0.6,0.959,0.463,2000,0.595,0.9465,0.43466666666666665,3000,0.591,0.941
ackley,classifier_margin,3,72,0.2617,0.4635,0.7838,0.482,1000,0.601,0.959,0.458,2000,0.5925,0.946,0.43133333333333335,3000,0.59,0.94
ackley,classifier_margin,3,73,0.2641,0.4606,0.7779,0.479,1000,0.608,0.963,0.4605,2000,0.5925,0.949,0.433,3000,0.5863333333333334,0.9416666666666667
ackley,classifier_margin,3,74,0.2591,0.455,0.7813,0.465,1000,0.601,0.961,0.4565,2000,0.583,0.9475,0.427,3000,0.579,0.9413333333333334
ackley,classifier_margin,3,75,0.2531,0.4551,0.7846,0.461,1000,0.616,0.961,0.454,2000,0.596,0.948,0.42433333333333334,3000,0.591,0.9443333333333334
ackley,classifier_margin,3,76,0.2511,0.4571,0.7916,0.458,1000,0.604,0.96,0.4525,2000,0.593,0.9515,0.42333333333333334,3000,0.5923333333333334,0.9483333333333334
ackley,classifier_margin,3,77,0.2439,0.4503,0.7827,0.456,1000,0.614,0.965,0.4435,2000,0.604,0.9555,0.4156666666666667,3000,0.5983333333333334,0.9523333333333334
ackley,classifier_margin,3,78,0.2428,0.4429,0.774,0.465,1000,0.613,0.968,0.4465,2000,0.5975,0.9575,0.41733333333333333,3000,0.5916666666666667,0.9543333333333334
ackley,classifier_margin,3,79,0.2343,0.4458,0.78,0.456,1000,0.639,0.969,0.44,2000,0.626,0.9605,0.412,3000,0.614,0.9586666666666667
ackley,classifier_margin,3,80,0.2315,0.4404,0.7805,0.464,1000,0.645,0.968,0.442,2000,0.629,0.9585,0.4093333333333333,3000,0.6183333333333333,0.9576666666666667
ackley,classifier_margin,4,12,0.3964,0.8478,0.998,0.478,1000,0.873,1.0,0.4745,2000,0.871,0.9995,0.472,3000,0.8753333333333333,0.999
ackley,classifier_margin,4,13,0.3909,0.8291,0.9973,0.478,1000,0.843,1.0,0.4715,2000,0.845,0.999,0.467,3000,0.847,0.9986666666666667
ackley,classifier_margin,4,14,0.3879,0.8255,0.9973,0.477,1000,0.841,1.0,0.472,2000,0.843,0.999,0.4663333333333333,3000,0.8416666666666667,0.9986666666666667
ackley,classifier_margin,4,15,0.3707,0.8248,0.9973,0.475,1000,0.84,1.0,0.471,2000,0.843,0.999,0.45966666666666667,3000,0.841,0.9986666666666667
ackley,classifier_margin,4,16,0.3772,0.7959,0.9967,0.48,1000,0.822,0.999,0.4685,2000,0.821,0.9985,0.464,3000,0.82,0.997
ackley,classifier_margin,4,17,0.3846,0.7755,0.9965,0.485,1000,0.78,0.999,0.4715,2000,0.7845,0.9975,0.4663333333333333,3000,0.7823333333333333,0.9963333333333333
ackley,classifier_margin,4,18,0.3806,0.7703,0.9965,0.489,1000,0.774,0.999,0.4775,2000,0.78,0.9975,0.468,3000,0.78,0.9963333333333333
ackley,classifier_margin,4,19,0.3705,0.7673,0.9947,0.489,1000,0.79,0.997,0.478,2000,0.792,0.9945,0.469,3000,0.791,0.993
ackley,classifier_margin,4,20,0.37,0.7345,0.9937,0.485,1000,0.772,0.997,0.4775,2000,0.764,0.9945,0.4693333333333333,3000,0.762,0.993
ackley,classifier_margin,4,21,0.3714,0.7342,0.9906,0.472,1000,0.76,0.988,0.474,2000,0.752,0.9835,0.4656666666666667,3000,0.747,0.985
ackley,classifier_margin,4,22,0.3767,0.7048,0.9856,0.488,1000,0.713,0.988,0.484,2000,0.708,0.984,0.474,3000,0.7103333333333334,0.9846666666666667
ackley,classifier_margin,4,23,0.3827,0.7081,0.985,0.507,1000,0.702,0.988,0.492,2000,0.7025,0.984,0.48033333333333333,3000,0.7046666666666667,0.9846666666666667
ackley,classifier_margin,4,24,0.3719,0.7036,0.9854,0.506,1000,0.704,0.987,0.488,2000,0.705,0.9835,0.473,3000,0.7023333333333334,0.9843333333333333
ackley,classifier_margin,4,25,0.3816,0.6683,0.9849,0.506,1000,0.659,0.986,0.487,2000,0.66,0.983,0.472,3000,0.6523333333333333,0.9836666666666667
ackley,classifier_margin,4,26,0.3326,0.6819,0.9734,0.499,1000,0.724,0.99,0.4785,2000,0.719,0.9885,0.45866666666666667,3000,0.715,0.9886666666666667
ackley,classifier_margin,4,27,0.3411,0.6748,0.9745,0.494,1000,0.699,0.989,0.478,2000,0.701,0.9875,0.46066666666666667,3000,0.698,0.9876666666666667
ackley,classifier_margin,4,28,0.3513,0.6688,0.9792,0.488,1000,0.685,0.987,0.4725,2000,0.6865,0.983,0.461,3000,0.6833333333333333,0.9843333333333333
ackley,classifier_margin,4,29,0.3266,0.669,0.9666,0.483,1000,0.723,0.988,0.471,2000,0.7265,0.9845,0.457,3000,0.7213333333333334,0.9853333333333333
ackley,classifier_margin,4,30,0.3361,0.6521,0.9605,0.495,1000,0.726,0.989,0.478,2000,0.72,0.985,0.4603333333333333,3000,0.7113333333333334,0.986
ackley,classifier_margin,4,31,0.3331,0.6304,0.9528,0.484,1000,0.712,0.989,0.473,2000,0.6985,0.9845,0.45866666666666667,3000,0.691,0.9843333333333333
ackley,classifier_margin,4,32,0.3348,0.6026,0.9356,0.491,1000,0.677,0.982,0.471,2000,0.668,0.9775,0.4583333333333333,3000,0.662,0.978
ackley,classifier_margin,4,33,0.3319,0.5916,0.9331,0.49,1000,0.678,0.971,0.4715,2000,0.667,0.9695,0.45666666666666667,3000,0.6583333333333333,0.971
ackley,classifier_margin,4,34,0.332,0.5785,0.9169,0.48,1000,0.654,0.968,0.4655,2000,0.6445,0.9665,0.4543333333333333,3000,0.6406666666666667,0.9673333333333334
ackley,classifier_margin,4,35,0.328,0.5621,0.9017,0.481,1000,0.637,0.955,0.467,2000,0.6305,0.954,0.45466666666666666,3000,0.632,0.958
ackley,classifier_margin,4,36,0.3287,0.5716,0.9081,0.483,1000,0.651,0.955,0.469,2000,0.6435,0.9555,0.455,3000,0.6413333333333333,0.9603333333333334
ackley,classifier_margin,4,37,0.3304,0.5378,0.8772,0.479,1000,0.604,0.948,0.4695,2000,0.601,0.9485,0.453,3000,0.602,0.95
ackley,classifier_margin,4,38,0.3267,0.5309,0.874,0.477,1000,0.605,0.946,0.467,2000,0.601,0.946,0.45,3000,0.6033333333333334,0.948
ackley,classifier_margin,4,39,0.3178,0.5335,0.8793,0.48,1000,0.628,0.948,0.4665,2000,0.6195,0.9475,0.44566666666666666,3000,0.62,0.9503333333333334
ackley,classifier_margin,4,40,0.3294,0.5014,0.8597,0.492,1000,0.571,0.942,0.471,2000,0.5695,0.942,0.452,3000,0.568,0.9426666666666667
ackley,classifier_margin,4,41,0.3231,0.4987,0.8653,0.492,1000,0.579,0.943,0.469,2000,0.5755,0.943,0.4483333333333333,3000,0.572,0.9436666666666667
ackley,classifier_margin,4,42,0.3184,0.4961,0.8649,0.492,1000,0.572,0.943,0.4695,2000,0.57,0.943,0.44733333333333336,3000,0.5676666666666667,0.9446666666666667
ackley,classifier_margin,4,43,0.3292,0.4686,0.8502,0.502,1000,0.541,0.941,0.4785,2000,0.5325,0.94,0.4573333333333333,3000,0.5336666666666666,0.9386666666666666
