simulation_id,analysis_domain,window_type,window_value,window_distance_um,candidate_id,value,unit,event_position_s,available,typical_window_observation_count,minimum_required_observations,minimum_span_fraction,any_keyhole,record_type,availability_count,availability_fraction,median_value,roc_auc_any_keyhole,pr_auc_any_keyhole,prevalence,positive_count,negative_count,median_window_observation_count
sim_00004,adaptive_active_interior,physical_um,20.0,20.0,R3,0.24137896128384717,dimensionless,0.33872106320759177,True,3434.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,50.0,49.99999999999999,G3,46.834655000000005,um,0.4504412310576536,True,8584.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,50.0,49.99999999999999,G4,46.895742,um,0.4499029392230197,True,8584.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,50.0,49.99999999999999,R3,0.2399825212892579,dimensionless,0.3585756690629202,True,8584.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,100.0,99.99999999999999,G3,46.823904999999996,um,0.42923639661810575,True,17168.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,100.0,99.99999999999999,G4,46.8789,um,0.42645839790220025,True,17168.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,physical_um,100.0,99.99999999999999,R3,0.237392872908971,dimensionless,0.3599740633865217,True,17168.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,normalized_track_fraction,1.0,12.12,G3,46.910180000000004,um,0.3553265988299801,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,normalized_track_fraction,1.0,12.12,G4,46.99282,um,0.44875437159159837,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,normalized_track_fraction,1.0,12.12,R3,0.24184203222389403,dimensionless,0.33872106320759177,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,normalized_track_fraction,2.5,30.3,G3,46.876175,um,0.37117736143743435,True,5202.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,adaptive_active_interior,normalized_track_fraction,2.5,30.3,G4,46.92112,um,0.44960494679145735,True,5202.0,5,0.8,False,simulation,,,,,,,,,
