policy,run_id,repeat,fold,seed_kind,effective_seed_size,first_both_classes_budget,seed_completed_by_B16
P1_PHASE121_CANDIDATE_B,w85__r180_f04,180,4,phase121_early8,8,8,True
P1_PHASE121_CANDIDATE_B,w85__r180_f05,180,5,phase121_early8,8,8,True
P2_H_SEED_COVERAGE_B40,w85__r121_f01,121,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r121_f02,121,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r121_f03,121,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r121_f04,121,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r121_f05,121,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r122_f01,122,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r122_f02,122,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r122_f03,122,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r122_f04,122,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r122_f05,122,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r123_f01,123,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r123_f02,123,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r123_f03,123,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r123_f04,123,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r123_f05,123,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r124_f01,124,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r124_f02,124,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r124_f03,124,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r124_f04,124,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r124_f05,124,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r125_f01,125,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r125_f02,125,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r125_f03,125,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r125_f04,125,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r125_f05,125,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r126_f01,126,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r126_f02,126,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r126_f03,126,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r126_f04,126,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r126_f05,126,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r127_f01,127,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r127_f02,127,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r127_f03,127,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r127_f04,127,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r127_f05,127,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r128_f01,128,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r128_f02,128,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r128_f03,128,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r128_f04,128,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r128_f05,128,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r129_f01,129,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r129_f02,129,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r129_f03,129,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r129_f04,129,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r129_f05,129,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r130_f01,130,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r130_f02,130,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r130_f03,130,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r130_f04,130,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r130_f05,130,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r131_f01,131,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r131_f02,131,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r131_f03,131,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r131_f04,131,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r131_f05,131,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r132_f01,132,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r132_f02,132,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r132_f03,132,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r132_f04,132,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r132_f05,132,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r133_f01,133,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r133_f02,133,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r133_f03,133,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r133_f04,133,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r133_f05,133,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r134_f01,134,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r134_f02,134,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r134_f03,134,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r134_f04,134,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r134_f05,134,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r135_f01,135,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r135_f02,135,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r135_f03,135,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r135_f04,135,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r135_f05,135,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r136_f01,136,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r136_f02,136,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r136_f03,136,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r136_f04,136,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r136_f05,136,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r137_f01,137,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r137_f02,137,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r137_f03,137,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r137_f04,137,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r137_f05,137,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r138_f01,138,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r138_f02,138,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r138_f03,138,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r138_f04,138,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r138_f05,138,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r139_f01,139,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r139_f02,139,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r139_f03,139,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r139_f04,139,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r139_f05,139,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r140_f01,140,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r140_f02,140,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r140_f03,140,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r140_f04,140,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r140_f05,140,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r141_f01,141,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r141_f02,141,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r141_f03,141,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r141_f04,141,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r141_f05,141,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r142_f01,142,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r142_f02,142,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r142_f03,142,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r142_f04,142,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r142_f05,142,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r143_f01,143,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r143_f02,143,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r143_f03,143,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r143_f04,143,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r143_f05,143,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r144_f01,144,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r144_f02,144,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r144_f03,144,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r144_f04,144,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r144_f05,144,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r145_f01,145,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r145_f02,145,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r145_f03,145,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r145_f04,145,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r145_f05,145,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r146_f01,146,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r146_f02,146,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r146_f03,146,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r146_f04,146,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r146_f05,146,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r147_f01,147,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r147_f02,147,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r147_f03,147,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r147_f04,147,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r147_f05,147,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r148_f01,148,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r148_f02,148,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r148_f03,148,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r148_f04,148,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r148_f05,148,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r149_f01,149,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r149_f02,149,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r149_f03,149,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r149_f04,149,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r149_f05,149,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r150_f01,150,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r150_f02,150,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r150_f03,150,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r150_f04,150,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r150_f05,150,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r151_f01,151,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r151_f02,151,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r151_f03,151,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r151_f04,151,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r151_f05,151,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r152_f01,152,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r152_f02,152,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r152_f03,152,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r152_f04,152,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r152_f05,152,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r153_f01,153,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r153_f02,153,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r153_f03,153,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r153_f04,153,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r153_f05,153,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r154_f01,154,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r154_f02,154,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r154_f03,154,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r154_f04,154,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r154_f05,154,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r155_f01,155,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r155_f02,155,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r155_f03,155,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r155_f04,155,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r155_f05,155,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r156_f01,156,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r156_f02,156,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r156_f03,156,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r156_f04,156,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r156_f05,156,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r157_f01,157,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r157_f02,157,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r157_f03,157,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r157_f04,157,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r157_f05,157,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r158_f01,158,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r158_f02,158,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r158_f03,158,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r158_f04,158,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r158_f05,158,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r159_f01,159,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r159_f02,159,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r159_f03,159,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r159_f04,159,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r159_f05,159,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r160_f01,160,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r160_f02,160,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r160_f03,160,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r160_f04,160,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r160_f05,160,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r161_f01,161,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r161_f02,161,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r161_f03,161,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r161_f04,161,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r161_f05,161,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r162_f01,162,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r162_f02,162,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r162_f03,162,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r162_f04,162,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r162_f05,162,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r163_f01,163,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r163_f02,163,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r163_f03,163,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r163_f04,163,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r163_f05,163,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r164_f01,164,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r164_f02,164,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r164_f03,164,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r164_f04,164,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r164_f05,164,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r165_f01,165,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r165_f02,165,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r165_f03,165,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r165_f04,165,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r165_f05,165,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r166_f01,166,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r166_f02,166,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r166_f03,166,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r166_f04,166,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r166_f05,166,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r167_f01,167,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r167_f02,167,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r167_f03,167,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r167_f04,167,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r167_f05,167,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r168_f01,168,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r168_f02,168,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r168_f03,168,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r168_f04,168,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r168_f05,168,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r169_f01,169,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r169_f02,169,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r169_f03,169,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r169_f04,169,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r169_f05,169,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r170_f01,170,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r170_f02,170,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r170_f03,170,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r170_f04,170,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r170_f05,170,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r171_f01,171,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r171_f02,171,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r171_f03,171,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r171_f04,171,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r171_f05,171,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r172_f01,172,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r172_f02,172,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r172_f03,172,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r172_f04,172,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r172_f05,172,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r173_f01,173,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r173_f02,173,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r173_f03,173,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r173_f04,173,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r173_f05,173,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r174_f01,174,1,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r174_f02,174,2,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r174_f03,174,3,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r174_f04,174,4,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r174_f05,174,5,h_maximin_until_both_classes,2,2,True
P2_H_SEED_COVERAGE_B40,w85__r175_f01,175,1,h_maximin_until_both_classes,2,2,True
